@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute outputs-1 {0,1,2,3,4,5}

@data
173,'2022/10/06 15:25:28:153',1,-1,0.887852,0.068794,0.142499,-0.08259,-0.20452,-0.038996,0.204614,-0.044073,0.045983,0.060976,-0.076774,-0.048092,0.008365,-0.000639,-0.001909,-0.023373,0.00728,0.014516,0.005093,-0.011948,0.016855,-0.006836,-0.009009,2
174,'2022/10/06 15:25:28:161',1,-1,0.789931,0.100379,0.132181,-0.160683,-0.135035,-0.013749,0.168192,0.001212,0.009935,0.054375,-0.039363,-0.056129,0.003711,0.021005,0.0175,-0.023212,-0.012787,0.01839,-0.005297,0.026239,0.031655,-0.031441,-0.029277,2
175,'2022/10/06 15:25:28:165',1,-1,0.533406,0.04707,0.128931,-0.138278,-0.070818,-0.054959,0.050591,0.063528,0.087774,-0.026937,-0.055665,-0.03974,0.015649,0.025569,0.003643,-0.048497,0.012721,0.008907,0.00155,0.019444,0.018926,-0.025039,-0.009914,2
176,'2022/10/06 15:25:28:172',1,-1,0.490233,0.037497,0.13974,-0.122143,-0.089251,-0.100414,-0.005816,0.060239,0.102617,-0.061737,-0.079418,-0.034981,0.021229,0.017366,-0.011192,-0.050992,0.01728,0.001838,0.013446,0.016398,0.003997,-0.021587,0.002819,2
177,'2022/10/06 15:25:28:182',1,-1,0.574069,0.071708,0.148333,-0.100734,-0.065921,-0.06709,0.010051,0.068979,0.105289,-0.020811,-0.054302,-0.02652,0.0046,-0.000423,0.000047,-0.029144,0.029089,0.000164,-0.0013,0.006719,0.004086,-0.00281,0.011078,2
178,'2022/10/06 15:25:28:184',1,-1,0.736656,0.121576,0.155051,-0.114322,-0.072836,-0.034464,0.072222,0.043438,0.056412,0.021004,-0.029363,-0.049539,-0.037934,-0.016251,0.014868,-0.02195,0.036306,-0.003784,-0.024519,0.008623,0.034444,-0.006636,0.008619,2
179,'2022/10/06 15:25:28:188',1,-1,0.797044,0.070561,0.133878,-0.105772,-0.151233,-0.063273,0.157266,0.028427,0.065516,0.041234,-0.051177,-0.062942,-0.016919,0.023329,-0.016395,-0.046426,0.017409,-0.011961,-0.00235,-0.008112,0.023709,-0.005107,0.017741,2
180,'2022/10/06 15:25:28:200',1,-1,0.847953,0.019348,0.107049,-0.104891,-0.226164,-0.049892,0.221196,-0.017851,0.028847,0.060311,0.002208,-0.039141,0.008555,-0.012055,0.004319,-0.010923,0.017597,0.025726,0.007164,0.008827,0.005069,-0.000207,0.015679,2
181,'2022/10/06 15:25:28:207',1,-1,0.824011,0.009843,0.084819,-0.11742,-0.242791,-0.059574,0.206893,-0.045465,0.076405,0.070902,-0.035899,-0.052086,0.019226,-0.009859,0.003127,-0.018165,-0.027424,0.025475,0.018331,0.015816,-0.005827,0.000457,-0.015827,2
182,'2022/10/06 15:25:28:213',1,-1,0.824074,0.055566,0.124671,-0.088763,-0.230091,-0.048157,0.224286,-0.033317,0.103777,0.076951,-0.036915,-0.036788,0.05033,0.01139,0.008166,0.009529,-0.017712,0.022871,0.021151,0.013418,-0.010659,0.009065,-0.033422,2
183,'2022/10/06 15:25:28:223',1,-1,0.879804,0.017451,0.070733,-0.103415,-0.197499,-0.021358,0.22935,-0.042707,0.061768,0.077651,-0.029657,-0.014662,0.010309,-0.008108,-0.00216,0.004307,-0.007241,0.011364,-0.005726,-0.001413,0.013189,-0.005247,-0.020309,2
184,'2022/10/06 15:25:28:230',1,-1,0.828394,0.019639,0.174124,-0.110286,-0.185365,-0.023737,0.217453,0.004006,0.086881,0.087957,-0.022145,-0.023554,0.010871,0.007059,0.016853,0.010012,-0.006549,-0.00295,0.011327,-0.001385,-0.000801,0.001055,-0.014991,2
185,'2022/10/06 15:25:28:235',1,-1,0.805367,0.025215,0.19619,-0.149007,-0.18496,-0.032125,0.217926,0.036671,0.068485,0.069995,-0.024213,-0.02836,0.005338,0.033094,0.012518,-0.023616,-0.015653,0.008996,0.002329,0.013455,0.010227,-0.007314,-0.027066,2
186,'2022/10/06 15:25:28:247',1,-1,0.905222,0.020288,0.081686,-0.125612,-0.205418,-0.009424,0.220852,-0.053042,0.049581,0.077985,-0.03625,-0.030529,-0.006706,-0.003508,-0.003476,-0.000661,0.00939,-0.001843,-0.009721,0.010619,0.003666,0.004592,-0.006187,2
187,'2022/10/06 15:25:28:253',1,-1,0.886022,-0.008446,0.084302,-0.132245,-0.224877,-0.026519,0.230114,-0.059649,0.033577,0.091592,-0.03821,-0.037746,-0.015858,-0.016023,0.004269,-0.005605,0.012577,0.000967,-0.015873,0.015879,0.018052,0.004,-0.009138,2
188,'2022/10/06 15:25:28:258',1,-1,0.892975,-0.023443,0.117903,-0.1018,-0.217762,-0.034859,0.249665,-0.042075,0.043466,0.099426,-0.03711,-0.028804,-0.004511,-0.001376,-0.000011,-0.018259,0.023679,0.016817,-0.020427,0.014054,0.014079,0.002126,-0.003249,2
189,'2022/10/06 15:25:28:265',1,-1,0.909155,-0.015726,0.051382,-0.077013,-0.178157,-0.037293,0.217823,-0.084291,0.042478,0.108786,-0.017755,-0.036012,-0.03768,-0.000463,0.013482,-0.010393,0.017645,0.022572,-0.003838,-0.009408,0.020929,0.013085,0.003392,2
190,'2022/10/06 15:25:28:270',1,-1,0.892858,-0.025291,0.027438,-0.10455,-0.19977,-0.053581,0.20238,-0.087974,0.02954,0.090663,-0.025472,-0.036685,-0.046332,-0.010671,0.025093,-0.016617,-0.012253,0.015812,-0.011434,-0.016005,0.01664,0.005804,0.000082,2
191,'2022/10/06 15:25:28:282',1,-1,0.874457,0.02592,0.083008,-0.123678,-0.198672,-0.010697,0.229972,-0.049375,0.048015,0.084574,-0.015229,-0.010396,-0.03526,-0.037865,0.029287,-0.011444,-0.009167,0.018114,-0.008667,0.006359,0.033861,0.003306,-0.003573,2
192,'2022/10/06 15:25:28:288',1,-1,0.851551,0.046007,0.095054,-0.147071,-0.212379,-0.012979,0.220622,-0.039974,0.055243,0.049966,-0.044595,0.00363,-0.035686,-0.065637,0.003046,-0.009374,-0.008673,0.004513,-0.01206,0.005583,0.033421,-0.002237,-0.002635,2
193,'2022/10/06 15:25:28:293',1,-1,0.876379,0.041214,0.123464,-0.082245,-0.241846,-0.022508,0.277304,-0.052768,0.049492,0.048456,0.013577,-0.018722,-0.028708,-0.01336,-0.000896,0.010631,0.007889,0.016322,-0.027914,0.019283,0.024719,-0.003772,0.017263,2
194,'2022/10/06 15:25:28:300',1,-1,0.90017,0.033903,0.123549,-0.071552,-0.226926,-0.02475,0.274367,-0.032626,0.054191,0.069983,0.016298,-0.029111,-0.013217,0.009363,0.013027,-0.00179,0.008177,0.020063,-0.031681,0.024785,0.022215,-0.0119,0.0081,2
195,'2022/10/06 15:25:28:304',1,-1,0.896832,0.073846,0.142802,-0.097233,-0.229543,-0.003283,0.229762,-0.065042,0.0599,0.092984,-0.037671,-0.044478,0.003331,0.016927,0.010919,-0.033869,0.032353,0.046102,-0.044461,-0.01031,0.041384,0.011892,0.000203,2
196,'2022/10/06 15:25:28:317',1,-1,0.887663,0.080528,0.092098,-0.118655,-0.192118,-0.030245,0.178543,-0.104886,0.063459,0.10095,-0.046647,-0.05684,-0.031469,-0.035218,0.011556,-0.002213,0.003926,0.022581,-0.045014,-0.003806,0.026486,-0.000082,0.008693,2
197,'2022/10/06 15:25:28:323',1,-1,0.91917,0.072508,0.070272,-0.103545,-0.165413,-0.010651,0.222492,-0.101727,0.048514,0.108726,-0.027145,-0.049772,-0.009088,0.008689,0.000816,0.008905,0.010968,0.017234,-0.010932,0.006228,0.022648,-0.004749,-0.000033,2
198,'2022/10/06 15:25:28:328',1,-1,0.913563,0.058666,0.066188,-0.112838,-0.188855,-0.015956,0.230902,-0.096424,0.046209,0.100211,-0.047959,-0.046345,-0.001923,0.006598,-0.004344,-0.005048,-0.002139,0.016685,-0.012789,0.006224,0.030931,-0.010752,-0.013553,2
199,'2022/10/06 15:25:28:339',1,-1,0.871947,0.043472,0.089546,-0.087091,-0.20126,-0.050816,0.189213,-0.076388,0.082051,0.076798,-0.071241,-0.043914,-0.032674,-0.011361,0.001129,-0.001039,-0.012721,0.001867,-0.006897,0.010605,0.025209,0.011867,-0.007733,2
200,'2022/10/06 15:25:28:352',1,-1,0.875416,0.067216,0.134356,-0.088043,-0.198475,-0.068359,0.193377,-0.09981,0.054512,0.085245,-0.085412,-0.047261,-0.046729,-0.003442,-0.003616,-0.020876,0.012412,0.01429,-0.050261,0.003933,0.038945,-0.003736,0.002061,2
201,'2022/10/06 15:25:28:358',1,-1,0.881507,0.075037,0.118974,-0.11764,-0.208895,-0.044035,0.210354,-0.097783,0.042919,0.094504,-0.067367,-0.037137,-0.042194,0.001953,0.00439,-0.026225,0.013073,0.026279,-0.043873,0.000639,0.033554,0.002274,0.008751,2
202,'2022/10/06 15:25:28:362',1,-1,0.894693,0.08728,0.113189,-0.103495,-0.213486,-0.052642,0.236709,-0.080902,0.004739,0.073865,-0.056144,-0.034853,-0.041118,0.00045,-0.000382,-0.019429,-0.005309,0.015155,-0.018457,-0.006972,0.020597,-0.002784,0.019846,2
203,'2022/10/06 15:25:28:370',1,-1,0.88428,0.080384,0.122392,-0.089649,-0.186258,-0.037338,0.243144,-0.054023,0.024435,0.092961,-0.055425,-0.034864,-0.012882,0.002822,0.018293,-0.027085,-0.010645,0.019877,-0.00756,0.002653,0.033783,-0.000788,-0.005715,2
204,'2022/10/06 15:25:28:374',1,-1,0.871616,0.082026,0.125802,-0.083443,-0.178988,-0.033985,0.225156,-0.070526,0.039289,0.103337,-0.052218,-0.04714,-0.014822,-0.000424,0.025758,-0.034902,-0.01501,0.027335,-0.002622,0.005069,0.024273,-0.002455,-0.010259,2
205,'2022/10/06 15:25:28:387',1,-1,0.896805,0.062962,0.094432,-0.080313,-0.230807,-0.075645,0.225804,-0.027627,0.066074,0.05792,-0.068107,-0.015649,-0.010264,-0.01649,0.000406,-0.015394,-0.006422,0.008142,-0.019776,0.022618,0.050838,-0.011478,-0.042381,2
206,'2022/10/06 15:25:28:393',1,-1,0.863868,0.099472,0.161389,-0.081292,-0.26455,-0.112597,0.206406,-0.022559,0.102396,0.034796,-0.118595,-0.036145,-0.021476,-0.015747,0.01905,-0.029837,-0.034122,-0.001936,-0.0002,0.024266,0.02199,-0.014092,-0.027352,2
207,'2022/10/06 15:25:28:397',1,-1,0.870462,0.079121,0.081263,-0.086031,-0.191229,-0.071078,0.208542,-0.073068,0.088091,0.069873,-0.074714,-0.038891,-0.033876,-0.020467,0.007403,0.000473,-0.022127,0.008276,-0.012026,0.013977,0.032633,0.006444,-0.008755,2
208,'2022/10/06 15:25:28:404',1,-1,0.871874,0.081604,0.07835,-0.076969,-0.181308,-0.065009,0.210613,-0.093266,0.087095,0.083249,-0.06991,-0.04872,-0.035641,-0.008389,0.00371,-0.009782,-0.019438,0.021264,-0.025498,0.016849,0.041603,-0.006285,-0.02206,2
209,'2022/10/06 15:25:28:409',1,-1,0.875269,0.074298,0.114017,-0.085917,-0.18552,-0.071796,0.185925,-0.057919,0.0666,0.028382,-0.051615,-0.034425,-0.043824,-0.015886,0.003052,-0.018431,-0.011875,0.047343,-0.049125,0.020045,0.023971,-0.001766,0.001161,2
210,'2022/10/06 15:25:28:422',1,-1,0.900883,0.102209,0.171699,-0.059359,-0.228209,-0.076529,0.256025,-0.043725,0.019407,0.077866,-0.042885,-0.015722,-0.056649,-0.025942,0.025525,-0.015999,0.016259,0.008656,-0.010241,-0.008927,0.018612,0.014545,0.008984,2
211,'2022/10/06 15:25:28:428',1,-1,0.929366,0.106145,0.136281,-0.057621,-0.194613,-0.04697,0.245197,-0.046419,0.039265,0.095743,-0.022418,-0.017326,-0.04597,-0.020826,0.023189,-0.003573,0.018041,0.020368,-0.019155,0.002678,0.019915,0.023892,-0.002245,2
212,'2022/10/06 15:25:28:432',1,-1,0.943944,0.112952,0.100737,-0.083418,-0.167232,-0.040409,0.191658,-0.053686,0.081061,0.085899,-0.049853,-0.009861,-0.031086,-0.019606,0.022456,-0.000609,0.014369,0.028334,-0.024667,0.014715,0.022338,0.017128,-0.010998,2
213,'2022/10/06 15:25:28:439',1,-1,0.898538,0.099632,0.108391,-0.085322,-0.205632,-0.059381,0.221231,-0.0577,0.064883,0.063691,-0.08095,-0.028982,-0.010578,-0.034645,-0.020981,-0.020363,-0.000288,0.019648,-0.002226,-0.015915,0.02418,0.013617,-0.001765,2
214,'2022/10/06 15:25:28:444',1,-1,0.877273,0.109365,0.083263,-0.127078,-0.239306,-0.069187,0.228554,-0.085012,0.030692,0.068367,-0.076544,-0.056091,-0.029338,-0.041223,-0.009814,-0.025664,-0.027645,0.007224,0.010755,0.000973,0.033,0.000001,-0.03265,2
215,'2022/10/06 15:25:28:455',1,-1,0.888712,0.094355,0.099401,-0.075537,-0.204962,-0.067305,0.244797,-0.050159,0.041137,0.073326,-0.056224,-0.052784,-0.002121,-0.017191,0.004506,-0.040805,-0.008053,0.025847,0.008987,-0.002686,0.018716,0.01107,-0.01131,2
216,'2022/10/06 15:25:28:463',1,-1,0.898566,0.106766,0.136551,-0.055912,-0.215011,-0.067321,0.257169,-0.04228,0.053397,0.085749,-0.052803,-0.053047,0.003167,-0.027711,0.013075,-0.020126,-0.006086,0.021367,0.011135,-0.00349,0.026887,0.013095,-0.010721,2
217,'2022/10/06 15:25:28:467',1,-1,0.907199,0.11451,0.137172,-0.092501,-0.205526,-0.016657,0.230402,-0.078934,0.083141,0.065884,-0.047163,-0.031995,-0.027388,-0.01067,0.006739,0.000461,-0.001784,0.029445,-0.022948,0.001187,0.032399,0.00385,0.020795,2
218,'2022/10/06 15:25:28:474',1,-1,0.901798,0.084955,0.109956,-0.104941,-0.21973,-0.034873,0.193023,-0.083608,0.08783,0.052453,-0.061044,-0.032208,-0.030478,-0.028628,-0.008698,0.003884,0.005111,0.017592,-0.034776,0.006431,0.035332,-0.005138,0.002833,2
219,'2022/10/06 15:25:28:479',1,-1,0.895106,0.079825,0.1261,-0.076457,-0.221383,-0.02872,0.241423,-0.083811,0.046241,0.083368,-0.056866,-0.062869,-0.003927,-0.005881,-0.026935,-0.014449,0.02323,0.032025,-0.03317,-0.006062,0.043578,0.00329,-0.008902,2
220,'2022/10/06 15:25:28:490',1,-1,0.883977,0.05953,0.115507,-0.079117,-0.245821,-0.061883,0.223177,-0.083281,0.061599,0.05773,-0.082117,-0.062424,-0.031898,-0.032105,0.003038,-0.035878,-0.005615,0.035375,-0.018749,-0.026472,0.033037,0.018761,-0.006105,2
221,'2022/10/06 15:25:28:498',1,-1,0.864656,0.117026,0.158595,-0.080029,-0.249489,-0.077152,0.253746,-0.030134,0.058892,0.059222,-0.093002,-0.038538,-0.015354,-0.014443,-0.004019,-0.035547,-0.003465,0.033144,-0.018275,-0.002854,0.040174,0.004435,0.012193,2
222,'2022/10/06 15:25:28:502',1,-1,0.88779,0.120099,0.1516,-0.09226,-0.257274,-0.055078,0.26764,-0.016362,0.043986,0.052538,-0.072723,-0.004095,0.004185,-0.014677,-0.028344,-0.03684,0.007866,0.053665,-0.009606,-0.005278,0.03426,-0.001945,0.01418,2
223,'2022/10/06 15:25:28:509',1,-1,0.885999,0.126795,0.125566,-0.081562,-0.228293,-0.060606,0.245711,-0.029823,0.038774,0.052168,-0.06084,-0.022166,-0.006121,-0.029239,-0.048352,-0.022633,-0.001707,0.018546,0.021043,0.018657,0.021409,-0.010152,-0.006717,2
224,'2022/10/06 15:25:28:513',1,-1,0.900007,0.100948,0.102308,-0.071852,-0.211167,-0.056878,0.230127,-0.038143,0.023074,0.044044,-0.025741,-0.023564,-0.039296,-0.043653,-0.027499,-0.008362,0.012306,0.012885,0.006678,-0.012811,0.024498,0.002514,0.015152,2
225,'2022/10/06 15:25:28:525',1,-1,0.892481,0.083253,0.095306,-0.100339,-0.249224,-0.030177,0.261736,-0.0711,0.030102,0.038294,-0.032495,-0.055527,-0.035282,-0.026423,-0.022106,-0.031851,-0.01126,0.012183,0.000525,0.050988,0.026028,-0.014008,-0.031362,2
226,'2022/10/06 15:25:28:532',1,-1,0.894226,0.103168,0.100887,-0.099817,-0.219747,-0.019956,0.248663,-0.073219,0.026506,0.069529,-0.029306,-0.042739,-0.015204,-0.036333,-0.026709,-0.023264,0.007207,0.036853,-0.006584,0.028729,0.017559,-0.005284,-0.015968,2
227,'2022/10/06 15:25:28:537',1,-1,0.89096,0.130583,0.113495,-0.12749,-0.19984,-0.029436,0.241379,-0.046605,0.008556,0.083896,-0.046052,-0.049769,-0.019228,-0.006951,0.030187,-0.018531,-0.014897,0.03376,-0.014966,0.015353,0.035129,-0.015743,-0.022807,2
228,'2022/10/06 15:25:28:544',1,-1,0.875036,0.070827,0.092524,-0.113195,-0.201014,-0.038912,0.23176,-0.064928,-0.00179,0.071531,-0.033484,-0.063613,-0.039276,-0.034039,0.025306,-0.025314,-0.013938,0.038031,-0.019303,-0.004733,0.012744,0.006795,0.01926,2
229,'2022/10/06 15:25:28:548',1,-1,0.881659,0.039665,0.078886,-0.094918,-0.204266,-0.047564,0.223422,-0.076872,0.012718,0.040029,-0.038832,-0.063694,-0.039436,-0.043581,0.015254,-0.037412,-0.030551,0.029062,-0.010765,0.014119,0.014149,-0.010452,-0.004779,2
230,'2022/10/06 15:25:28:560',1,-1,0.899649,0.08028,0.099339,-0.074771,-0.172869,-0.03017,0.222069,-0.060084,0.072682,0.051465,-0.062743,-0.023457,0.0011,-0.026712,-0.007225,-0.012142,0.013936,0.035371,-0.035113,0.007424,0.035263,0.012914,-0.021708,2
231,'2022/10/06 15:25:28:567',1,-1,0.894588,0.058846,0.092837,-0.05531,-0.176802,-0.058912,0.239511,-0.037743,0.037152,0.092185,-0.060786,-0.04898,-0.008083,-0.035706,-0.026325,-0.018996,0.008861,0.018981,-0.015529,0.008504,0.040156,0.0159,-0.026043,2
232,'2022/10/06 15:25:28:572',1,-1,0.86451,0.049103,0.10948,-0.069091,-0.198586,-0.070523,0.244432,-0.037939,0.044327,0.066197,-0.059207,-0.032044,0.00233,-0.02152,-0.006316,-0.024174,-0.003019,0.032029,-0.004522,0.015257,0.022101,-0.001251,0.011169,2
233,'2022/10/06 15:25:28:579',1,-1,0.850036,0.049422,0.105838,-0.088543,-0.203579,-0.088588,0.227806,-0.058321,0.048554,0.066948,-0.071733,-0.041813,0.017274,-0.015233,-0.021296,-0.03424,-0.004426,0.042018,-0.009234,-0.008365,0.002019,-0.005418,0.02516,2
234,'2022/10/06 15:25:28:583',1,-1,0.861325,0.116282,0.117507,-0.085007,-0.178971,-0.068955,0.24737,-0.056239,0.036822,0.05779,-0.065721,-0.046762,-0.006936,-0.007644,-0.028263,-0.043962,-0.003794,0.044057,-0.004962,-0.001432,0.022007,0.003414,0.000929,2
235,'2022/10/06 15:25:28:590',1,-1,0.867092,0.098139,0.135797,-0.05587,-0.187535,-0.091161,0.241899,0.005401,0.066929,0.045107,-0.072368,-0.028028,0.030919,0.00266,-0.02471,-0.049577,0.000525,0.070025,-0.008142,0.000299,0.0174,0.007275,0.008117,2
236,'2022/10/06 15:25:28:595',1,-1,0.868441,0.063157,0.095223,-0.059089,-0.192237,-0.088156,0.201399,-0.039316,0.070718,0.02373,-0.056974,-0.027427,0.00272,-0.015058,-0.013165,-0.029309,-0.011686,0.063786,-0.013084,0.003367,0.006618,0.005241,0.01659,2
237,'2022/10/06 15:25:28:602',1,-1,0.855425,0.096511,0.113253,-0.088069,-0.218916,-0.067825,0.239613,-0.05823,0.038528,0.040499,-0.050435,-0.024423,-0.033636,-0.037349,0.004835,-0.026548,-0.001915,0.031531,-0.027175,-0.006828,0.019565,0.008868,0.022695,2
238,'2022/10/06 15:25:28:606',1,-1,0.883967,0.089389,0.128313,-0.077181,-0.225051,-0.047901,0.253751,-0.04698,0.041559,0.05658,-0.039853,-0.032548,-0.024097,-0.025576,0.018314,-0.03666,-0.009697,0.026125,-0.016351,0.009173,0.014105,-0.008183,0.009043,2
239,'2022/10/06 15:25:28:613',1,-1,0.887989,0.066884,0.11551,-0.083812,-0.190128,-0.010708,0.214909,-0.064056,0.051273,0.074542,-0.020075,-0.031528,-0.034738,-0.029929,0.027585,-0.010988,-0.008884,0.018928,0.010251,0.016403,0.02757,-0.013981,0.016821,2
240,'2022/10/06 15:25:28:618',1,-1,0.916836,0.071746,0.106384,-0.070419,-0.179127,-0.01973,0.212706,-0.053691,0.068302,0.078425,-0.021809,-0.025381,-0.027182,-0.019406,0.017579,-0.013346,-0.008311,0.025188,0.010057,0.023037,0.020692,-0.014311,0.001616,2
241,'2022/10/06 15:25:28:629',1,-1,0.88169,0.055571,0.083551,-0.06099,-0.196493,-0.078842,0.197832,-0.082482,0.082988,0.085492,-0.065183,-0.051702,-0.042255,-0.013807,0.012473,-0.024276,0.004427,0.021038,0.000991,-0.01252,0.028052,0.014656,-0.001699,2
242,'2022/10/06 15:25:28:637',1,-1,0.900041,0.047421,0.104129,-0.058761,-0.188749,-0.05201,0.230199,-0.073229,0.075119,0.103645,-0.055792,-0.039046,-0.022073,-0.004889,0.003868,-0.034806,0.007122,0.040031,0.002793,-0.012456,0.039633,0.005471,-0.008546,2
243,'2022/10/06 15:25:28:641',1,-1,0.8774,0.100124,0.144191,-0.055186,-0.190068,-0.043657,0.263147,-0.054497,0.021839,0.086586,-0.011086,-0.026053,-0.013358,-0.007603,0.000127,-0.014418,0.015536,0.060262,-0.024167,-0.004581,0.031182,0.007941,-0.007759,2
244,'2022/10/06 15:25:28:648',1,-1,0.887376,0.072894,0.11615,-0.046791,-0.19383,-0.039889,0.244403,-0.038863,0.017082,0.071564,-0.004428,-0.029732,-0.008066,-0.006102,-0.002302,-0.018463,0.008718,0.044655,-0.022974,0.005633,0.025534,0.005739,-0.020994,2
245,'2022/10/06 15:25:28:653',1,-1,0.886928,0.061416,0.102257,-0.076904,-0.202649,-0.051989,0.199729,-0.044684,0.027705,0.057601,-0.031986,-0.04095,-0.024801,-0.02774,-0.004128,-0.010601,-0.008376,0.013984,-0.015216,0.008522,0.020087,0.001241,-0.024632,2
246,'2022/10/06 15:25:28:660',1,-1,0.838405,0.080375,0.118832,-0.07455,-0.194902,-0.044699,0.233972,-0.044261,0.058373,0.063164,-0.032047,-0.000375,-0.011335,-0.044433,0.020071,-0.003189,0.018155,0.02638,-0.024051,-0.015051,0.029771,0.011506,-0.004182,2
247,'2022/10/06 15:25:28:664',1,-1,0.839641,0.0796,0.118932,-0.07389,-0.196262,-0.042838,0.231918,-0.042373,0.056996,0.063768,-0.031753,-0.001521,-0.009543,-0.046536,0.022093,-0.004759,0.019005,0.026358,-0.024784,-0.013802,0.028352,0.01272,-0.004877,2
248,'2022/10/06 15:25:28:672',1,-1,0.858196,0.024536,0.075169,-0.084345,-0.203509,-0.077725,0.190625,-0.041157,0.032774,0.081658,-0.049957,-0.066411,-0.005485,-0.04283,0.018873,-0.018026,-0.018336,0.015236,-0.028746,0.024555,0.019614,0.002085,-0.010821,2
249,'2022/10/06 15:25:28:677',1,-1,0.857326,0.025401,0.074313,-0.083502,-0.204335,-0.076919,0.189842,-0.040401,0.032048,0.08235,-0.050613,-0.065794,-0.006061,-0.042299,0.018388,-0.01759,-0.018722,0.01557,-0.029026,0.024781,0.019444,0.002199,-0.010878,2
250,'2022/10/06 15:25:28:683',1,-1,0.880035,0.024258,0.086647,-0.075106,-0.186504,-0.0617,0.203382,-0.035226,0.041241,0.097282,-0.049,-0.06071,0.013569,-0.033273,0.004523,-0.030347,-0.029251,0.037,-0.007316,0.02856,0.005664,0.002339,-0.0076,2
251,'2022/10/06 15:25:28:692',1,-1,0.875242,0.041241,0.091265,-0.069149,-0.172108,-0.015295,0.26094,-0.085293,0.028566,0.107677,-0.000668,-0.048675,-0.023163,0.00849,-0.027853,-0.041524,0.010518,0.055757,-0.008006,0.024501,0.022321,0.001677,-0.015863,2
252,'2022/10/06 15:25:28:695',1,-1,0.872859,0.056914,0.12125,-0.075002,-0.194194,-0.012198,0.284803,-0.060933,0.016551,0.118807,0.016939,-0.036685,-0.019868,0.006568,-0.008858,-0.035973,0.000593,0.047778,-0.001532,0.026018,0.018385,-0.006665,-0.0211,2
253,'2022/10/06 15:25:28:699',1,-1,0.861593,0.07276,0.125122,-0.08611,-0.190958,-0.022018,0.255372,-0.04886,0.029897,0.095579,-0.013089,-0.021706,-0.041611,-0.03002,0.011068,-0.038119,-0.019826,0.040666,0.01551,-0.001747,0.021299,-0.008889,-0.006697,2
254,'2022/10/06 15:25:28:706',1,-1,0.859529,0.058113,0.097547,-0.099175,-0.211617,-0.04246,0.218943,-0.05347,0.028299,0.074746,-0.035808,-0.042898,-0.050013,-0.016554,0.022279,-0.056218,-0.027381,0.036181,0.025737,0.013874,0.022765,-0.018453,-0.010786,2
255,'2022/10/06 15:25:28:712',1,-1,0.876149,0.080549,0.122011,-0.073855,-0.210437,-0.03854,0.216711,-0.040078,0.053245,0.062774,-0.025037,-0.009881,-0.036086,-0.021677,0.021226,-0.032828,0.017132,0.02774,0.008205,-0.007402,0.005845,-0.001547,0.015158,2
256,'2022/10/06 15:25:28:718',1,-1,0.883097,0.081112,0.071265,-0.062238,-0.185536,-0.055383,0.21519,-0.033552,0.049847,0.070833,-0.032178,-0.034249,-0.01748,-0.031222,0.009945,-0.015732,-0.002168,0.026459,0.01122,-0.000556,0.012913,0.00533,0.008709,2
257,'2022/10/06 15:25:28:727',1,-1,0.879186,0.06839,0.063658,-0.091835,-0.217034,-0.062434,0.228414,-0.047009,0.020704,0.071218,-0.035231,-0.045922,-0.025429,-0.035081,0.011983,-0.020656,-0.025791,0.020888,0.007459,0.01434,0.013846,-0.018357,-0.001294,2
258,'2022/10/06 15:25:28:730',1,-1,0.873514,0.080432,0.115106,-0.070193,-0.201439,-0.058493,0.247807,-0.035162,0.044392,0.087,-0.020521,-0.059026,-0.01526,-0.020495,0.022174,-0.011172,-0.004459,0.024028,-0.011828,0.015504,0.035094,-0.020219,-0.011471,2
259,'2022/10/06 15:25:28:734',1,-1,0.869528,0.08904,0.069344,-0.083827,-0.171741,-0.057707,0.241641,-0.034568,0.084204,0.074847,-0.030517,-0.026844,-0.028372,0.009308,0.008611,-0.011199,-0.008731,0.030349,0.005866,-0.001448,0.045582,-0.021485,0.004766,2
260,'2022/10/06 15:25:28:741',1,-1,0.845505,0.099649,0.051878,-0.146765,-0.188424,-0.0694,0.22458,-0.047926,0.066209,0.060928,-0.047165,-0.012779,-0.037942,-0.019292,-0.00139,-0.02477,-0.020707,0.031961,-0.006706,-0.014181,0.032542,-0.024441,0.020717,2
261,'2022/10/06 15:25:28:747',1,-1,0.809802,0.103209,0.085847,-0.129276,-0.184436,-0.06497,0.243581,-0.037511,0.049912,0.088082,-0.040449,-0.009483,-0.007503,-0.023997,-0.00465,-0.043778,0.005928,0.060042,-0.002382,-0.001206,0.030134,-0.017702,0.02283,2
